-99,-81,-67,-99,-99,0
-99,-75,-49,-99,-99,0
-99,-81,-62,-99,-99,0
-99,-83,-53,-99,-99,0
-99,-85,-54,-99,-99,0
-99,-83,-59,-99,-99,0
-99,-76,-56,-99,-99,0
-99,-79,-53,-84,-99,0
-99,-85,-52,-99,-99,0
-99,-81,-55,-99,-99,0
-99,-77,-63,-99,-99,0
-99,-74,-61,-99,-99,0
-99,-84,-57,-99,-99,0
-99,-80,-70,-99,-99,0
-99,-79,-55,-99,-99,0
-99,-70,-64,-99,-99,0
-99,-76,-55,-99,-99,0
-99,-86,-54,-99,-99,0
-99,-80,-56,-99,-99,0
-99,-77,-57,-99,-99,0
-99,-75,-50,-99,-99,0
-99,-74,-52,-99,-99,0
-99,-85,-57,-99,-99,0
-99,-76,-59,-99,-99,0
-99,-78,-52,-99,-99,0
-99,-77,-53,-99,-99,0
-99,-77,-54,-81,-99,0
-99,-80,-53,-99,-99,0
-99,-77,-55,-99,-99,0
-99,-75,-49,-99,-99,0
-99,-79,-53,-81,-99,0
-99,-83,-52,-99,-99,0
-99,-79,-47,-99,-99,0
-99,-75,-45,-99,-99,0
-99,-79,-49,-99,-99,0
-99,-75,-51,-99,-99,0
-99,-76,-55,-99,-99,0
-99,-74,-53,-99,-99,0
-99,-73,-54,-84,-99,0
-99,-77,-54,-81,-99,0
-99,-73,-69,-77,-99,0
-99,-78,-56,-99,-99,0
-99,-77,-60,-99,-99,0
-99,-71,-50,-99,-94,0
-99,-73,-49,-65,-94,0
-99,-78,-51,-99,-90,0
-99,-80,-55,-99,-93,0
-99,-81,-49,-99,-99,0
-90,-71,-52,-99,-99,0
-99,-79,-56,-99,-94,0
-99,-71,-52,-99,-99,0
-99,-67,-58,-99,-99,0
-99,-73,-55,-99,-99,0
-91,-79,-54,-99,-99,0
-99,-75,-67,-99,-99,0
-99,-74,-56,-99,-99,0
-99,-76,-88,-99,-92,0
-99,-71,-61,-78,-93,0
-99,-67,-61,-99,-92,0
-99,-70,-61,-99,-93,0
-83,-72,-65,-99,-92,0
-99,-67,-60,-99,-91,0
